deadline,currency,usd_pledged_real
24/03/2016,USD,22073.0
23/06/2016,USD,5599.0
06/10/2017,GBP,444.56
25/07/2012,USD,7473.0
12/02/2012,USD,11075.0
14/01/2014,USD,4102.0
07/05/2017,MXN,1619.83
02/09/2011,USD,15491.0
14/05/2014,USD,33452.0
25/06/2016,USD,52239.0
21/01/2015,USD,2760.0
15/04/2013,USD,70230.0
12/05/2017,USD,9340.0
28/12/2011,USD,2060.0
21/07/2016,USD,5024.0
09/08/2011,USD,2017.0
31/01/2015,USD,11798.0
12/06/2015,GBP,936.94
15/12/2016,MXN,2369.22
11/07/2015,EUR,49854.09
19/12/2015,USD,18641.0
05/09/2012,USD,6330.0
08/07/2014,USD,29040.6
07/04/2013,USD,4000.0
07/12/2015,USD,4730.0
23/07/2015,USD,2296.0
14/05/2010,USD,10372.0
09/12/2017,GBP,2409.27
20/05/2015,USD,3130.0
22/01/2018,HKD,5969.56
27/09/2012,USD,5280.0
24/11/2017,USD,12440.0
06/12/2011,USD,2265.01
03/10/2012,USD,3566.0
11/08/2016,USD,1610.95
11/08/2014,USD,2245.0
05/05/2014,CAD,3469.07
29/09/2011,USD,2520.0
05/01/2014,USD,15217.0
08/07/2016,EUR,2321.39
01/12/2017,USD,134823.14
07/02/2013,USD,4540.0
22/10/2015,USD,17902.0
16/04/2016,USD,19214.0
07/01/2012,USD,5310.33
08/03/2015,USD,11109.0
10/09/2017,USD,17828.0
29/02/2012,USD,3020.0
03/08/2014,USD,1724.0
01/04/2015,USD,3833.0
25/03/2017,SGD,86276.66
22/01/2016,USD,355.0
06/06/2012,USD,315.0
22/10/2014,AUD,945.3
18/08/2013,USD,5935.0
04/03/2017,USD,2718.0
25/07/2016,USD,4503.0
04/07/2014,USD,5519.0
29/03/2014,USD,8561.5
04/11/2011,USD,610.0
22/12/2014,USD,1416.0
31/03/2013,USD,5109.0
29/07/2010,USD,750.0
20/07/2010,USD,3160.0
06/11/2014,USD,56388.02
08/05/2015,USD,5015.0
07/12/2015,USD,2213.0
25/10/2009,USD,13560.0
12/11/2016,USD,26541.0
11/12/2012,USD,1031.0
04/05/2012,USD,1615.0
25/10/2014,USD,3696.0
11/04/2011,USD,1140.0
22/08/2015,USD,52885.0
14/09/2016,CAD,367.45
19/11/2012,USD,7458.0
01/09/2017,USD,105886.0
28/07/2017,GBP,10181.37
23/06/2013,USD,11090.72
09/07/2015,USD,512.0
11/08/2012,USD,19101.0
21/04/2014,USD,2000.0
19/07/2017,GBP,8262.85
23/08/2017,USD,2220.0
09/10/2017,USD,1849.0
07/01/2011,USD,1538.29
22/12/2011,USD,1010.0
13/07/2016,NOK,6718.65
13/04/2013,USD,13395.0
15/03/2017,USD,643.0
05/01/2011,USD,3062.0
25/04/2016,GBP,16319.31
19/11/2015,AUD,3741.62
22/03/2017,USD,1226.0
14/01/2015,USD,6261.0
14/07/2011,USD,3766.83
23/06/2017,GBP,4765.42
27/11/2016,CAD,3440.58
21/12/2015,USD,807.0
16/07/2013,USD,5436.0
26/06/2013,USD,57325.01
05/01/2011,USD,3080.0
24/03/2017,GBP,636.32
20/09/2013,USD,3151.0
22/02/2011,USD,12235.0
08/04/2016,USD,34388.5
15/07/2017,USD,3100.0
06/05/2017,GBP,5423.34
06/01/2014,USD,9201.0
28/07/2014,USD,29831.0
15/12/2013,USD,19871.0
28/08/2014,USD,10045.0
08/11/2013,USD,1141.0
16/11/2013,USD,4565.0
20/11/2016,USD,48020.0
31/12/2016,USD,4062.0
20/02/2017,USD,6484.0
19/06/2012,USD,1302.0
18/04/2016,USD,50943.0
18/03/2016,USD,1540.0
28/10/2017,GBP,7021.22
02/03/2018,USD,482.0
24/07/2012,USD,5220.22
10/04/2017,MXN,3234.74
31/12/2017,USD,38158.34
15/11/2013,USD,11100.0
24/02/2015,GBP,1223.15
05/11/2011,USD,3063.0
24/11/2017,USD,18023.0
01/01/2017,AUD,939.1
21/02/2015,USD,860.0
07/10/2014,GBP,841.79
20/04/2014,USD,6660.0
03/05/2015,USD,536.0
17/07/2015,USD,61018.0
20/05/2017,EUR,31591.62
25/06/2017,USD,15647.0
16/09/2011,USD,1795.0
08/02/2015,USD,6800.0
31/12/2011,USD,7806.0
29/10/2017,EUR,6722.62
28/03/2014,USD,359.0
04/01/2013,USD,2515.0
26/09/2012,USD,4500.0
28/08/2011,USD,45105.0
11/06/2015,EUR,347793.6
03/01/2018,GBP,13.55
25/11/2013,USD,8017.0
03/09/2013,USD,10000.01
17/08/2014,USD,9560.0
16/04/2015,GBP,10684.83
19/02/2015,USD,1923.0
19/04/2016,USD,10471.0
19/02/2012,USD,17050.57
02/03/2015,USD,4612.0
14/03/2013,USD,2328.0
09/05/2013,USD,14306.0
01/01/2012,USD,26200.0
27/11/2013,USD,45731.0
07/05/2015,USD,22651.0
08/08/2015,USD,100.0
09/12/2012,USD,5035.0
04/12/2012,USD,44676.0
17/12/2017,USD,61503.0
16/01/2016,USD,1790.0
01/05/2013,USD,15086.0
05/04/2014,USD,19396.36
08/08/2015,USD,193.0
01/07/2013,USD,2730.0
27/04/2013,USD,1235.0
01/09/2016,USD,3175.0
21/04/2011,USD,6425.0
19/08/2013,USD,8677.0
17/08/2012,USD,585.0
02/06/2015,USD,3398.0
21/04/2012,USD,1500.05
07/12/2012,USD,24931.0
17/07/2015,USD,15315.0
12/06/2011,USD,14473.23
26/06/2014,AUD,2360.37
02/03/2015,USD,781.0
01/04/2015,USD,5674.0
20/08/2016,GBP,1374.1
13/10/2012,USD,2223.0
01/02/2014,USD,57365.33
01/12/2015,USD,1000.0
03/01/2012,USD,556541.6
21/07/2011,USD,2080.0
06/09/2015,CAD,4028.5
13/11/2014,USD,1671.0
27/07/2015,USD,4927.0
08/07/2015,USD,5111.0
23/03/2012,USD,4006.0
04/05/2015,GBP,2783.69
16/03/2016,USD,1825.0
24/06/2011,USD,1210.72
21/09/2011,USD,6146.0
22/08/2012,USD,8450.0
09/02/2015,USD,1516.0
02/12/2016,EUR,28192.88
21/01/2018,USD,0.0
02/12/2016,USD,2020.0
27/11/2014,USD,40542.0
11/08/2014,GBP,14723.95
19/04/2016,CAD,8490.65
26/09/2010,USD,2410.0
21/11/2015,USD,1107.0
31/10/2013,GBP,9254.97
31/03/2016,USD,1410.3
11/08/2013,USD,1712.0
29/01/2013,USD,5250.0
03/10/2015,USD,15509.0
28/11/2015,USD,18051.61
09/09/2016,GBP,3820.48
10/07/2015,USD,1780.0
26/04/2015,USD,3332.0
17/07/2016,GBP,4597.66
06/02/2015,GBP,4809.83
21/06/2012,USD,52876.0
03/07/2015,EUR,11224.66
25/11/2013,USD,64310.0
15/01/2018,EUR,224.53
03/05/2011,USD,12025.02
29/08/2014,USD,5246.01
14/01/2011,USD,2030.0
05/05/2012,USD,1000.5
06/03/2015,USD,1098.0
24/05/2015,USD,19181.0
07/02/2012,USD,585.0
19/04/2014,USD,1965.0
25/02/2015,GBP,1607.7
25/12/2016,USD,330.0
16/10/2013,USD,5819.0
28/04/2016,USD,52470.0
27/03/2015,CAD,13965.94
14/04/2012,USD,3249.66
09/05/2016,DKK,3377.06
01/08/2014,USD,16245.0
07/09/2016,USD,10682.0
21/12/2015,USD,337.0
10/06/2016,USD,20565.0
20/05/2015,USD,2538.0
05/12/2013,USD,3764.33
21/08/2017,USD,840.0
19/02/2013,USD,6489.0
09/10/2010,USD,2425.0
01/02/2013,USD,12620.0
26/09/2013,USD,5743.32
16/11/2012,USD,1585.11
14/09/2012,USD,3070.0
24/02/2013,USD,7932.0
08/01/2014,USD,4115.0
06/07/2012,USD,20471.83
21/05/2013,USD,26091.0
04/07/2017,USD,600.0
19/12/2015,AUD,12555.56
05/06/2017,EUR,13457.09
07/06/2017,GBP,6440.01
11/05/2012,USD,502.0
09/02/2012,USD,23000.32
23/03/2014,USD,34643.55
21/12/2012,USD,1190.0
05/12/2012,USD,3530.63
03/05/2012,USD,971.0
15/01/2018,CAD,87.87
03/11/2017,EUR,12882.21
03/12/2014,USD,4150.0
11/10/2014,GBP,7471.35
11/04/2011,USD,300.0
16/07/2016,USD,2000.0
27/04/2016,USD,4804.0
06/11/2016,USD,3376.0
28/11/2013,USD,16132.0
11/04/2011,USD,3608.0
23/02/2012,USD,6367.51
25/04/2016,USD,1661.0
19/09/2015,USD,14126.0
01/06/2011,USD,3000.76
16/10/2014,USD,1391.0
07/04/2013,USD,9038.0
15/12/2011,USD,1645.0
07/04/2015,GBP,2425.07
26/07/2010,USD,3010.0
14/08/2011,USD,5360.0
07/07/2016,USD,14275.0
02/01/2011,USD,391.0
01/11/2017,USD,26180.0
27/09/2014,GBP,3557.08
30/07/2015,USD,10095.0
02/07/2010,USD,1030.0
08/12/2013,CAD,1877.05
16/04/2013,USD,1855.0
05/05/2016,GBP,87188.89
30/12/2017,USD,461.0
12/02/2010,USD,1666.7
21/07/2016,EUR,8493.95
04/01/2018,USD,208.77
07/02/2018,USD,0.0
18/05/2013,USD,10528.0
19/05/2015,GBP,8764.74
25/09/2014,USD,3500.11
20/02/2017,GBP,1535.43
27/07/2012,USD,4729.0
12/12/2011,USD,2100.0
19/09/2014,USD,40219.11
01/08/2012,USD,2432.0
18/06/2015,EUR,1692.6
13/03/2011,USD,1400.0
09/02/2011,USD,5131.11
31/03/2015,USD,106911.0
16/03/2014,USD,4574.0
18/10/2014,USD,40688.01
23/06/2012,USD,12725.0
09/10/2010,USD,5838.0
05/03/2014,USD,640698.81
13/04/2011,USD,14122.48
02/07/2016,USD,4090.0
07/04/2011,USD,3961.0
30/04/2013,USD,30560.92
07/09/2017,USD,5045.0
25/06/2016,CAD,777.68
03/07/2017,USD,386.0
14/05/2017,AUD,26333.48
21/02/2017,USD,155.0
11/12/2015,USD,54311.0
17/09/2014,USD,1500.0
27/07/2015,USD,24445.0
01/12/2017,USD,58057.0
13/03/2013,USD,625.0
18/10/2011,USD,10000.11
01/10/2017,USD,4000.0
15/09/2017,USD,24409.0
13/03/2015,GBP,431.6
04/12/2016,USD,1000.0
16/08/2016,USD,3638.0
26/01/2018,AUD,0.0
06/09/2013,USD,6645.82
30/06/2013,USD,10003.0
11/08/2016,USD,1358.0
13/07/2014,USD,8995.0
27/12/2016,GBP,2901.85
08/12/2010,USD,11181.0
16/05/2014,USD,5110.0
03/10/2013,GBP,7582.18
13/05/2013,USD,3358.0
02/07/2013,USD,5230.0
25/05/2016,GBP,3121.38
11/04/2014,USD,60276.0
02/07/2011,USD,10510.0
11/01/2016,EUR,891.68
16/03/2015,AUD,2161.62
06/06/2013,GBP,724.29
05/02/2012,USD,13925.0
22/04/2017,USD,566401.0
22/05/2014,USD,11516.88
01/03/2013,USD,3000.0
24/05/2014,USD,715.0
22/03/2011,USD,5510.0
20/08/2011,USD,3462.0
29/07/2016,USD,4402.0
31/07/2010,USD,7301.66
23/08/2015,GBP,1556.05
18/12/2017,USD,1612.0
07/06/2016,USD,40055.0
01/06/2017,USD,75062.0
13/04/2015,USD,24603.0
13/08/2014,USD,20831.0
11/06/2016,USD,14550.0
08/07/2013,USD,12903.0
14/04/2014,USD,5535.0
11/04/2013,USD,1130.0
24/05/2011,USD,1030.0
15/08/2011,USD,840.0
14/02/2014,USD,20633.01
30/09/2015,GBP,4801.92
06/03/2014,USD,62100.0
24/04/2013,USD,2935.0
21/07/2013,USD,1825.0
18/03/2014,USD,28527.0
31/12/2014,USD,58262.0
31/12/2014,USD,2050.0
02/05/2010,USD,801.66
22/12/2017,USD,54122.0
15/04/2013,USD,5005.0
21/12/2011,USD,4851.0
23/07/2012,USD,16431.0
01/01/2017,USD,13521.0
05/04/2015,USD,4226.0
16/07/2013,USD,72793.0
16/04/2016,USD,142774.0
07/06/2013,USD,2458.0
01/07/2016,USD,12156.37
09/07/2015,USD,1235.0
16/02/2017,USD,14714.0
27/02/2012,USD,15141.45
04/11/2014,USD,19114.0
05/05/2014,USD,76254.0
27/08/2012,USD,3599.69
03/10/2015,USD,2799.0
10/09/2012,USD,3246.0
16/04/2017,GBP,3602.19
01/01/2016,USD,15610.0
21/12/2015,GBP,830.49
21/01/2018,USD,10.0
14/02/2013,USD,328.0
17/05/2015,USD,14700.0
05/02/2012,USD,2520.0
05/11/2014,USD,8875.0
16/10/2011,USD,3551.0
07/10/2016,USD,5233.0
17/04/2017,CAD,19110.92
03/06/2014,USD,34446.0
19/01/2014,USD,6600.0
23/03/2011,USD,2550.0
29/11/2010,USD,7145.62
10/02/2012,USD,830.66
25/08/2017,AUD,4396.52
20/06/2012,USD,765.0
16/10/2016,GBP,1992.69
25/04/2012,USD,7849.05
01/03/2014,USD,8231.0
10/05/2011,USD,5944.55
04/05/2016,USD,1757.0
25/11/2010,USD,11197.98
04/07/2017,USD,26554.0
09/03/2017,GBP,36.47
15/07/2016,EUR,528.58
09/08/2012,USD,8212.0
08/08/2015,USD,19644.0
12/09/2011,USD,6133.94
24/10/2015,USD,7102.0
15/12/2012,USD,4762.66
19/09/2013,USD,2010.0
08/05/2016,USD,11662.98
20/08/2016,USD,936.0
13/09/2015,CAD,14962.0
06/09/2017,USD,5445.0
08/10/2017,AUD,5462.45
09/09/2012,USD,2220.0
04/10/2012,USD,3510.95
13/05/2015,USD,40612.0
19/07/2011,USD,4087.0
28/09/2011,USD,4060.0
02/04/2016,USD,5338.0
26/01/2013,USD,711.0
30/06/2017,CAD,4948.29
03/11/2016,USD,3940.0
13/02/2014,USD,25123.0
16/06/2015,USD,50673.0
29/03/2012,USD,34490.0
27/09/2013,USD,2124.0
05/08/2015,USD,8530.0
04/10/2012,USD,727.0
18/04/2017,GBP,3970.84
04/04/2012,USD,6592.0
27/07/2012,USD,2316.0
02/07/2015,USD,2564.0
01/02/2011,USD,8634.0
13/09/2012,USD,110353.65
02/05/2012,USD,2865.0
31/10/2013,USD,414.0
01/11/2010,USD,501.0
30/04/2012,USD,5151.0
19/10/2016,USD,116576.0
13/09/2013,GBP,23224.87
20/07/2014,USD,4281.0
04/06/2016,USD,128416.0
18/01/2016,USD,3100.0
17/02/2016,USD,36530.0
28/01/2015,USD,605.0
14/08/2011,USD,7613.0
23/08/2014,USD,10840.63
26/05/2014,USD,2566.0
13/03/2013,GBP,11110.96
18/02/2013,USD,2116.0
05/05/2014,USD,6195.0
10/09/2015,USD,2289.0
18/01/2014,USD,25488.0
11/12/2012,USD,4464.0
31/07/2010,USD,965.0
22/08/2017,USD,7737.0
09/12/2014,USD,55497.0
03/09/2011,USD,2005.0
05/05/2016,USD,3316.0
01/01/2015,USD,4636.0
09/10/2013,USD,16911.0
21/06/2017,GBP,1082.88
10/09/2015,USD,1505.0
24/02/2013,USD,9203.23
17/06/2012,USD,10282.0
13/08/2014,CAD,2837.61
25/08/2013,USD,3025.0
05/05/2017,GBP,8154.45
20/07/2013,USD,41991.01
09/11/2011,USD,33647.0
20/09/2014,GBP,880.65
01/05/2012,USD,898.0
21/04/2012,USD,31432.68
28/10/2012,USD,98499.77
04/04/2011,USD,3332.0
01/04/2016,GBP,106708.36
26/07/2015,USD,5033.0
18/05/2016,GBP,11005.08
04/09/2013,USD,12526.0
07/08/2016,USD,3197.0
21/03/2011,USD,1528.0
01/06/2014,USD,6675.0
19/06/2011,USD,3500.0
17/10/2011,USD,11283.25
28/12/2016,CAD,2385.59
18/12/2010,USD,5002.0
28/02/2011,USD,1650.0
25/07/2011,USD,4315.0
29/04/2016,USD,5080.0
19/11/2012,USD,4112.0
12/07/2017,CAD,1653.57
12/05/2014,USD,2823.42
18/05/2014,USD,1737.0
03/03/2011,USD,975.0
08/04/2011,USD,1550.0
12/02/2015,USD,2706.0
23/03/2014,GBP,8412.2
11/06/2017,EUR,3357.52
14/04/2017,GBP,19968.57
11/01/2018,EUR,11088.32
08/09/2014,USD,500.0
09/01/2018,CAD,0.0
15/08/2010,USD,11038.0
21/04/2011,USD,1933.0
07/11/2016,USD,7334.0
19/06/2017,USD,7010.0
05/06/2017,AUD,15523.37
09/08/2014,USD,2870.0
22/12/2012,USD,1330.0
04/04/2011,USD,1513.0
14/07/2016,USD,20475.5
24/12/2016,USD,65175.0
10/08/2014,USD,25.0
30/04/2012,USD,635.0
22/10/2017,USD,13343.0
31/10/2014,USD,134.01
31/03/2012,USD,25075.45
14/02/2012,USD,532.0
28/05/2013,USD,3030.0
06/06/2016,USD,5622.0
31/03/2014,GBP,1552.79
01/08/2011,USD,1001.0
26/01/2018,USD,7208.0
28/04/2012,USD,7750.78
02/11/2016,USD,20301.0
31/08/2012,USD,3401.0
27/06/2017,USD,6348.0
29/05/2013,USD,955.0
04/06/2014,USD,21805.0
27/10/2017,USD,3080.0
29/08/2011,USD,3026.99
15/06/2017,USD,11886.0
11/09/2013,USD,2162.0
10/08/2013,USD,782.0
18/08/2016,USD,565944.52
06/01/2018,USD,105.0
28/02/2012,USD,631.0
13/01/2018,HKD,6879.94
26/02/2015,USD,4478.0
29/06/2015,USD,6193.0
17/09/2011,USD,2610.0
20/07/2015,CAD,1654.57
17/07/2015,EUR,1878.35
18/02/2013,USD,750.0
22/01/2012,USD,616.27
06/01/2018,EUR,325.27
14/11/2015,USD,1262.0
17/07/2017,USD,7798.0
21/05/2011,USD,1210.0
25/08/2011,USD,5100.0
28/02/2012,USD,3433.12
24/06/2014,USD,10308.0
24/06/2011,USD,200.0
19/12/2015,USD,54116.28
02/04/2016,USD,41887.0
08/02/2012,USD,14137.01
03/09/2012,USD,10885.0
08/08/2016,USD,1725.0
08/05/2011,USD,2507.99
10/03/2017,EUR,24471.29
13/03/2013,USD,2445.0
22/09/2012,USD,160.0
30/04/2017,USD,764.0
28/10/2013,USD,4053.0
13/03/2015,USD,501.0
03/05/2013,USD,27879.66
03/01/2011,USD,17010.89
26/07/2016,USD,6868.0
07/07/2017,USD,29248.0
28/03/2013,USD,832.0
16/05/2016,CAD,3833.36
16/08/2014,GBP,1659.4
20/11/2015,USD,256830.0
19/05/2012,USD,6505.0
12/12/2017,CAD,884.45
02/12/2016,USD,23880.0
13/09/2015,GBP,4415.52
10/06/2013,USD,50301.0
05/11/2012,USD,4585.0
10/08/2015,SEK,1013.36
03/03/2017,NOK,2624.13
24/04/2017,CAD,2809.82
13/06/2016,USD,13027.0
23/08/2012,USD,32434.0
19/06/2011,USD,1510.0
10/10/2014,USD,7613.0
01/06/2015,USD,15368.0
21/05/2012,USD,1034.0
10/12/2017,USD,2640.0
26/02/2012,USD,2551.0
07/09/2016,USD,7230.0
23/12/2016,EUR,22887.29
22/05/2011,USD,1170.0
09/05/2013,GBP,1938.28
03/04/2011,USD,6696.0
30/07/2013,USD,1082.0
03/08/2012,USD,41915.0
02/06/2012,USD,5000.0
15/11/2012,USD,600.0
26/02/2017,CAD,19960.46
14/01/2015,CAD,363.94
29/08/2017,EUR,4202.97
01/03/2015,USD,10623.0
07/06/2012,USD,8701.01
14/06/2017,USD,55553.0
13/10/2017,GBP,35087.53
19/03/2012,USD,731.0
14/06/2013,USD,1350.0
02/03/2016,USD,655.0
17/04/2014,USD,2219.0
18/12/2013,AUD,169980.11
25/06/2011,USD,5350.5
25/03/2016,USD,1482.0
12/05/2016,CAD,3362.06
01/10/2012,USD,863.0
11/04/2016,USD,7025.0
21/02/2012,USD,5121.0
08/04/2015,USD,193.0
13/10/2016,CAD,9680.24
12/08/2012,USD,2400.42
03/09/2015,USD,29424.0
11/04/2013,USD,6095.0
29/07/2016,GBP,1975.06
21/01/2015,USD,20058.0
20/08/2011,USD,11449.0
24/05/2011,USD,1315.0
28/09/2012,USD,540.0
19/02/2015,USD,8195.0
15/12/2013,USD,13487.0
09/11/2016,CAD,3733.87
27/05/2016,USD,17432.0
22/08/2013,USD,11645.0
01/03/2015,USD,1051.0
27/04/2013,USD,66509.0
21/12/2012,USD,6507.0
01/11/2017,USD,5904.99
30/07/2017,GBP,14234.26
28/05/2015,USD,21253.0
24/02/2014,USD,20834.0
23/12/2017,CAD,3417.07
19/11/2013,USD,10850.0
08/05/2015,USD,8130.0
28/08/2016,USD,2471.0
04/01/2017,USD,933.0
22/08/2012,USD,5640.77
11/05/2015,USD,5368.0
28/08/2014,USD,178.0
24/03/2015,USD,17498.0
14/02/2017,USD,2555.0
11/09/2014,USD,1110.0
01/01/2014,USD,5591.0
10/02/2014,USD,1131.0
27/09/2010,USD,511.0
14/07/2013,USD,6100.0
05/08/2016,USD,14574.0
04/01/2018,GBP,6.78
03/05/2011,USD,6870.0
13/06/2015,USD,1974.0
30/12/2011,USD,1133.0
27/10/2017,EUR,23682.26
02/07/2012,USD,5951.0
16/09/2011,USD,1001.0
11/11/2014,USD,5210.0
06/03/2012,USD,4835.0
05/05/2016,USD,3342.0
19/07/2010,USD,17830.07
06/03/2013,USD,428.0
22/10/2014,USD,50110.45
10/09/2011,USD,2100.55
20/10/2014,USD,1638.0
24/03/2015,GBP,4944.59
13/11/2017,USD,1337.66
21/03/2013,GBP,7602.14
20/07/2014,USD,18871.0
02/06/2013,GBP,4859.74
04/01/2018,EUR,169980.25
02/06/2017,USD,54344.0
21/08/2014,USD,50949.98
22/06/2017,EUR,11977.52
07/11/2015,USD,3599.0
19/03/2011,USD,14662.22
17/01/2016,EUR,10818.81
25/08/2014,USD,1190.0
18/12/2017,USD,21135.0
25/09/2011,USD,2890.0
18/08/2012,USD,3648.0
17/06/2013,USD,15831.33
07/04/2015,USD,21461.0
02/02/2018,USD,5.0
13/01/2014,USD,3012.5
22/06/2013,USD,4389.0
12/04/2016,USD,3622.0
22/06/2010,USD,8285.0
13/03/2013,USD,6311.0
09/01/2016,EUR,11452.11
12/02/2015,USD,59850.0
17/10/2017,GBP,672.5
09/05/2016,USD,1629.0
18/04/2014,USD,655.0
09/10/2014,USD,27887.0
30/10/2015,USD,3057.87
13/12/2016,EUR,10551.7
06/05/2016,USD,530838.0
18/08/2017,USD,555.0
17/12/2016,USD,6310.0
22/06/2012,USD,1007.0
16/08/2014,USD,15833.75
06/06/2017,USD,15439.0
01/02/2018,GBP,7837.41
24/12/2012,USD,1093.0
08/03/2015,USD,2995.0
03/10/2012,USD,3000.0
14/10/2015,USD,9446.0
13/10/2013,USD,87384.67
09/04/2015,USD,5007.0
27/06/2015,GBP,3327.87
14/04/2016,EUR,20935.67
27/02/2010,USD,3213.49
25/05/2015,USD,10186.0
08/03/2013,USD,686.66
01/03/2011,USD,2955.49
14/03/2015,USD,1536.0
10/04/2015,USD,7200.0
05/02/2013,USD,24064.01
03/06/2017,NOK,1823.97
22/04/2011,USD,62391.65
21/06/2016,USD,14400.0
25/03/2015,USD,4798.0
18/10/2013,GBP,12250.25
31/10/2014,USD,8204.45
13/05/2012,USD,2098.0
31/08/2013,USD,5968.11
19/12/2015,USD,640.0
28/03/2013,GBP,19060.53
08/10/2014,USD,1685.0
16/12/2011,USD,9430.8
22/04/2013,USD,4246.0
22/04/2012,USD,11087.0
09/09/2015,USD,55310.97
26/06/2011,USD,4420.0
28/11/2011,USD,46.0
28/08/2012,USD,2067.0
21/06/2013,USD,5379.0
20/04/2013,USD,2012.0
17/03/2015,USD,319.0
18/03/2011,USD,11100.01
05/05/2017,EUR,2740.24
13/10/2012,USD,3905.0
29/04/2011,USD,6186.55
18/06/2010,USD,3487.0
11/07/2017,USD,2561.0
24/04/2016,EUR,769.7
01/05/2014,USD,8784.0
25/11/2015,USD,4345.0
24/05/2014,USD,15116.0
10/10/2016,USD,149788.0
18/11/2013,USD,8105.0
03/07/2011,USD,2160.0
15/01/2016,USD,209515.5
29/06/2012,USD,4011.0
13/04/2014,USD,6357.0
16/02/2018,CAD,0.0
03/12/2016,USD,394360.2
18/06/2013,USD,48808.01
10/11/2012,USD,19550.0
18/07/2014,USD,40400.0
21/06/2015,GBP,25248.87
28/10/2009,USD,2350.0
06/07/2016,GBP,2077.81
02/11/2016,CAD,5062.9
12/09/2013,USD,17670.0
07/10/2010,USD,3124.0
12/03/2015,USD,13178.0
21/12/2017,GBP,11247.02
30/06/2012,USD,2669.0
24/02/2016,USD,26837.0
11/12/2017,GBP,7427.13
17/02/2015,USD,6534.0
15/02/2016,USD,3213.0
17/08/2014,USD,1587.55
29/08/2015,USD,10309.0
10/08/2012,USD,27900.0
14/04/2017,USD,2740.0
21/11/2014,USD,2192.0
01/12/2017,EUR,16189.68
16/04/2012,USD,575.0
09/04/2015,USD,10348.0
11/07/2016,USD,17672.0
01/08/2016,USD,108677.0
19/09/2011,USD,537.0
29/12/2010,USD,878.0
16/09/2017,USD,350.0
28/02/2014,USD,8087.85
11/09/2015,USD,956.0
20/03/2013,USD,919.0
05/09/2013,GBP,2919.13
22/02/2010,USD,1293.0
18/08/2012,USD,5485.0
04/07/2015,EUR,1073.77
25/01/2018,USD,25.0
14/10/2016,USD,60255.0
21/03/2014,USD,2865.0
11/05/2014,GBP,1364.89
05/07/2012,USD,3017.0
24/08/2017,USD,34098.0
01/04/2017,USD,2657.0
01/08/2014,GBP,22228.39
02/06/2010,USD,2117.0
30/03/2015,USD,14525.0
27/03/2016,USD,1682.0
06/10/2017,USD,25410.0
12/06/2017,USD,5413.0
15/09/2014,USD,19612.0
27/02/2013,USD,6615.0
01/09/2013,USD,10262.0
03/11/2012,USD,6340.0
10/05/2012,USD,365.0
19/11/2015,USD,3000.0
10/07/2013,USD,30600.0
31/07/2012,USD,26126.0
06/03/2017,CAD,6259.63
03/12/2014,USD,950.0
05/06/2011,USD,1021.0
23/07/2016,USD,3765.0
28/05/2014,USD,10553.0
08/03/2014,USD,9512.0
23/06/2017,USD,612.0
11/04/2011,USD,5252.5
04/03/2015,USD,30608.01
13/05/2016,USD,11947.0
28/08/2012,USD,3234.55
07/05/2014,USD,8561.0
08/12/2017,USD,39792.18
28/08/2017,USD,6035.0
11/03/2015,USD,14099.0
13/07/2012,USD,1291.0
09/01/2015,USD,20786.0
10/03/2015,USD,24900.0
12/02/2016,USD,12478.38
26/02/2012,USD,9630.0
15/10/2012,USD,3035.0
13/06/2014,USD,12007.0
23/08/2014,USD,4125.72
01/07/2014,USD,250.0
09/05/2014,USD,5949.0
09/12/2015,USD,18100.0
06/12/2016,EUR,18789.73
29/01/2016,USD,3910.0
10/06/2017,GBP,900.22
06/07/2011,USD,4585.0
29/06/2015,USD,1920.0
30/12/2013,USD,15165.58
02/06/2015,USD,1661.0
10/05/2015,USD,10120.0
10/08/2014,USD,3300.0
22/03/2016,USD,78100.0
29/10/2013,USD,4350.0
05/07/2015,USD,4343.0
11/07/2017,USD,9372.0
06/06/2016,USD,88936.01
12/07/2015,EUR,6659.7
10/09/2012,USD,10392.0
24/03/2014,USD,21025.0
01/02/2013,USD,10180.0
01/08/2017,AUD,5775.3
28/03/2013,USD,10431.55
18/07/2015,USD,1200.0
27/04/2016,USD,1572.0
01/07/2012,USD,5276.0
13/08/2012,USD,3011.0
20/04/2015,USD,1075.0
01/06/2014,USD,5627.0
03/09/2016,USD,16520.04
03/10/2015,USD,2327.0
20/06/2013,USD,3861.0
31/10/2017,EUR,2283.62
06/09/2014,USD,825.0
24/10/2012,USD,7100.0
30/05/2014,USD,42772.0
23/12/2014,USD,33141.0
23/03/2013,USD,4250.0
14/08/2013,USD,57506.0
31/08/2017,USD,1740.0
09/08/2015,USD,5470.0
23/05/2016,USD,6112.11
03/12/2015,USD,10650.0
21/06/2013,USD,9371.0
23/05/2015,USD,232.0
23/03/2014,USD,1165.0
06/11/2012,USD,20010.0
23/12/2013,CAD,17463.43
18/02/2018,USD,373.0
21/03/2011,USD,4200.02
16/11/2013,USD,7445.14
04/05/2014,USD,36377.0
11/11/2016,NZD,40551.19
06/10/2012,USD,2734.11
03/07/2014,USD,15516.08
02/04/2017,USD,43235.0
30/03/2012,USD,2630.0
20/12/2009,USD,1780.0
15/09/2013,USD,11801.0
13/06/2014,GBP,46387.94
15/05/2015,USD,3656.0
