main_category,currency,deadline,usd_pledged_real
Design,USD,23/04/2017,14059.0
Publishing,USD,07/09/2013,3278.32
Film & Video,USD,26/11/2010,10111.99
Design,USD,09/12/2016,15429.0
Food,USD,20/05/2012,30742.0
Crafts,USD,01/09/2016,8000.0
Games,USD,18/11/2013,78032.31
Art,AUD,15/09/2016,4520.88
Film & Video,GBP,01/04/2013,762.22
Theater,USD,13/04/2014,2285.0
Music,USD,01/05/2016,5389.0
Music,USD,07/11/2011,810.12
Fashion,USD,13/08/2012,11382.0
Film & Video,GBP,21/03/2014,5606.68
Music,USD,26/03/2012,10135.28
Art,GBP,05/10/2015,8203.59
Music,USD,06/07/2016,6828.0
Music,USD,13/09/2011,576.0
Music,USD,15/05/2015,7711.0
Design,USD,24/08/2013,42691.0
Technology,USD,12/03/2014,39910.0
Games,AUD,06/07/2016,1040.81
Theater,USD,11/06/2012,5355.0
Food,USD,25/05/2013,6769.92
Design,USD,02/01/2014,37165.02
Games,USD,15/05/2013,30090.5
Fashion,USD,29/05/2014,16167.71
Film & Video,USD,15/04/2012,2512.39
Music,USD,23/03/2013,5200.01
Comics,USD,22/04/2016,500.0
Design,GBP,29/11/2015,56170.9
Technology,USD,01/11/2013,275929.78
Music,USD,09/09/2013,3408.0
Music,USD,21/11/2013,1065.0
Fashion,USD,06/08/2014,28806.0
Design,USD,25/03/2014,8886.0
Art,USD,28/02/2016,1676.0
Film & Video,USD,01/04/2012,52059.78
Film & Video,USD,28/09/2010,1011.32
Games,EUR,19/11/2016,502621.74
Publishing,USD,24/07/2014,15288.0
Publishing,USD,15/01/2012,1106.0
Music,USD,24/03/2014,4036.36
Comics,CAD,19/06/2017,850.28
Design,USD,13/10/2013,18461.0
Music,USD,01/11/2017,28595.0
Publishing,USD,08/06/2013,1305.16
Technology,USD,13/11/2015,445892.0
Photography,USD,08/12/2011,16214.88
Music,USD,08/12/2012,21088.0
Fashion,USD,13/04/2015,19696.0
Food,USD,14/12/2016,31236.0
Music,USD,15/02/2017,505.0
Film & Video,USD,22/12/2013,11148.0
Design,USD,09/03/2017,77.0
Technology,USD,11/12/2015,1013.0
Comics,USD,30/08/2013,9035.0
Publishing,USD,29/07/2013,3455.0
Music,USD,19/04/2013,6095.0
Dance,USD,24/01/2011,1640.0
Art,USD,27/05/2012,2171.99
Art,USD,09/10/2014,2785.0
Publishing,USD,19/06/2015,3591.0
Art,GBP,10/06/2017,1322.88
Music,USD,11/11/2010,3470.0
Art,USD,05/10/2012,3000.33
Dance,USD,21/04/2015,1487.0
Technology,USD,03/02/2015,2500.0
Games,USD,16/07/2011,1535.0
Music,USD,08/09/2013,1170.0
Music,USD,09/01/2012,3515.33
Film & Video,USD,06/07/2014,34430.98
Photography,GBP,13/03/2016,41486.66
Publishing,USD,02/04/2012,4125.0
Design,SEK,03/07/2015,9840.29
Dance,USD,21/08/2017,3891.0
Food,USD,09/06/2016,1316.0
Film & Video,USD,20/12/2013,4100.59
Art,USD,01/04/2015,3272.0
Fashion,USD,14/01/2014,900.0
Fashion,USD,28/11/2013,6418.0
Design,USD,16/09/2016,11227.0
Food,USD,01/11/2014,955.0
Technology,USD,14/02/2015,181689.0
Film & Video,USD,03/04/2014,4384.0
Film & Video,USD,23/10/2016,38867.0
Publishing,USD,20/12/2017,1305.0
Film & Video,USD,13/04/2014,5200.0
Design,CAD,02/12/2016,4915.43
Design,USD,08/04/2015,165798.0
Fashion,USD,01/06/2017,400.0
Games,USD,02/12/2013,109563.0
Music,USD,25/12/2011,2665.19
Film & Video,USD,05/04/2014,36.18
Film & Video,USD,27/03/2012,630.0
Comics,USD,18/03/2017,4141.0
Music,USD,09/09/2012,2060.0
Film & Video,USD,08/06/2016,13885.0
Games,USD,15/11/2014,15312.0
Design,EUR,26/11/2016,21576.72
Film & Video,GBP,21/08/2016,6232.33
Film & Video,AUD,30/08/2016,3159.25
Publishing,USD,13/05/2012,494.0
Film & Video,USD,09/04/2014,2172.0
Design,USD,01/08/2016,12032.0
Publishing,USD,05/03/2012,10732.0
Food,USD,04/05/2013,10041.0
Music,USD,09/09/2011,13875.0
Film & Video,USD,01/12/2015,3437.0
Publishing,USD,14/09/2012,4685.1
Art,GBP,06/03/2013,4989.55
Art,USD,22/05/2013,3820.0
Games,USD,14/12/2012,106835.41
Music,USD,15/03/2015,1051.0
Music,USD,07/06/2013,8420.0
Film & Video,GBP,03/09/2017,6760.22
Fashion,USD,31/12/2014,31107.0
Music,GBP,13/06/2015,2694.1
Music,USD,05/06/2011,2645.0
Technology,USD,31/10/2017,100589.0
Crafts,GBP,27/06/2016,6727.1
Music,USD,08/10/2011,1780.0
Film & Video,USD,29/04/2012,305.0
Design,USD,14/05/2017,46016.0
Art,USD,18/10/2013,5907.9
Art,USD,20/04/2014,1075.0
Food,USD,22/06/2015,11621.0
Music,EUR,22/12/2017,14800.81
Technology,USD,28/09/2016,30145.0
Film & Video,USD,02/11/2011,575.0
Publishing,USD,31/01/2016,800.0
Publishing,USD,18/06/2014,77075.0
Film & Video,USD,30/07/2015,10390.0
Design,USD,21/07/2016,75111.0
Publishing,NZD,14/03/2014,1645.19
Fashion,USD,22/11/2017,319.0
Food,USD,02/01/2014,7124.0
Art,USD,09/08/2011,602.0
Art,USD,09/10/2014,500.0
Crafts,CAD,27/05/2016,5162.23
Film & Video,USD,29/08/2015,480.0
Crafts,USD,01/08/2015,424.0
Fashion,USD,22/05/2014,13380.0
Design,EUR,27/07/2017,6310.31
Film & Video,USD,23/02/2014,2066.0
Music,USD,27/12/2017,3376.0
Food,USD,18/05/2015,25255.0
Publishing,USD,08/02/2016,3665.0
Film & Video,USD,23/12/2011,3036.0
Technology,USD,18/12/2012,35136.21
Comics,USD,17/03/2017,7623.0
Games,USD,18/02/2017,138457.09
Film & Video,USD,17/07/2012,23950.0
Publishing,GBP,17/05/2013,1764.11
Technology,GBP,29/10/2016,15733.59
Music,USD,04/06/2012,8365.0
Music,USD,10/09/2012,14006.0
Music,USD,01/03/2015,2789.0
Theater,USD,04/01/2014,8154.0
Publishing,USD,14/12/2014,3616.0
Music,USD,07/11/2017,6445.0
Music,USD,04/11/2013,10773.0
Comics,USD,23/08/2017,3426.0
Film & Video,USD,16/12/2010,14032.77
Design,USD,14/12/2016,27835.69
Music,USD,17/03/2014,1025.0
Games,USD,13/09/2013,14605.72
Music,USD,13/10/2012,11077.35
Games,USD,09/06/2016,122632.0
Film & Video,USD,28/09/2014,35550.0
Publishing,USD,08/01/2012,10075.0
Music,USD,08/12/2011,5505.0
Design,EUR,27/12/2017,25794.54
Film & Video,USD,23/07/2010,8944.29
Music,USD,14/09/2015,11640.0
Film & Video,USD,20/04/2013,5271.09
Theater,USD,27/10/2012,390.0
Music,USD,22/06/2014,5338.0
Art,USD,16/04/2017,38769.0
Film & Video,USD,15/09/2015,63810.0
Film & Video,USD,14/09/2013,12195.0
Music,USD,12/04/2012,3105.22
Design,EUR,23/07/2015,30307.6
Film & Video,GBP,30/12/2017,1219.64
Fashion,USD,24/11/2015,23943.0
Technology,USD,06/08/2014,15568.0
Food,USD,06/04/2012,6110.0
Fashion,USD,19/12/2014,30912.0
Games,USD,18/04/2016,12962.5
Design,USD,09/12/2016,43522.0
Film & Video,USD,01/01/2016,8246.0
Music,USD,01/08/2016,3810.0
Music,USD,29/06/2013,2000.0
Fashion,HKD,26/11/2016,1243.89
Art,USD,05/04/2011,3415.0
Games,CAD,10/05/2015,11866.74
Film & Video,GBP,10/10/2014,19986.53
Film & Video,USD,22/07/2013,5135.0
Music,USD,01/03/2014,1205.0
Art,USD,05/08/2013,4500.0
Music,USD,28/04/2012,8255.0
Publishing,USD,13/06/2017,6015.05
Publishing,USD,03/06/2015,47179.6
Food,USD,10/01/2012,2677.0
Publishing,EUR,11/06/2015,41870.59
Music,USD,28/07/2011,8144.13
Film & Video,GBP,14/12/2013,11515.99
Comics,USD,28/04/2013,9492.0
Art,USD,07/07/2015,1538.0
Music,USD,30/09/2011,6010.0
Music,USD,29/04/2015,12750.0
Film & Video,USD,14/07/2012,35045.0
Music,USD,02/01/2012,7227.0
Art,MXN,27/02/2017,2035.21
Music,USD,03/04/2014,3840.0
Games,USD,27/05/2016,251.0
Film & Video,GBP,16/03/2014,936.58
Music,USD,14/01/2012,5117.0
Film & Video,USD,16/12/2013,10251.91
Games,AUD,15/07/2015,8.88
Film & Video,USD,17/07/2013,5537.0
Art,USD,14/04/2011,7526.0
Comics,USD,12/07/2017,4458.0
Publishing,USD,02/04/2017,799.0
Music,USD,02/09/2015,2292.0
Film & Video,USD,05/10/2011,990.0
Food,USD,12/09/2014,4081.0
Art,USD,10/11/2016,1808.0
Theater,USD,10/09/2015,11540.0
Crafts,GBP,29/08/2016,201.92
Film & Video,USD,06/12/2014,18401.0
Music,USD,14/02/2014,10080.0
Games,USD,15/09/2015,4055.0
Art,USD,25/07/2016,190.0
Music,NOK,22/05/2016,1933.42
Film & Video,USD,22/12/2015,5036.0
Technology,USD,24/12/2014,20155.0
Film & Video,GBP,11/06/2015,630.3
Food,USD,22/05/2016,1490.0
Publishing,USD,21/10/2014,2526.44
Games,USD,07/08/2013,5634.0
Publishing,USD,04/11/2017,689.0
Games,USD,07/06/2014,477.0
Technology,USD,07/11/2016,106222.0
Games,USD,24/02/2016,2890.0
Games,USD,27/09/2012,4151.0
Music,USD,25/12/2010,8514.0
Film & Video,USD,23/08/2012,12623.5
Music,USD,28/02/2013,2540.0
Music,USD,26/09/2017,112667.0
Film & Video,USD,26/06/2015,7616.0
Music,USD,02/11/2015,2001.0
Art,SEK,31/10/2015,195435.62
Design,USD,10/06/2017,50448.0
Music,USD,12/07/2012,10635.0
Technology,USD,05/05/2013,70864.72
Publishing,AUD,17/08/2015,5570.14
Publishing,GBP,26/07/2015,18321.86
Technology,CAD,21/12/2017,259219.87
Comics,GBP,08/05/2017,601.74
Design,USD,11/09/2016,18273.0
Games,GBP,03/03/2013,4068.29
Music,USD,13/09/2012,6853.0
Film & Video,USD,07/05/2015,8746.0
Food,USD,23/11/2012,5065.0
Publishing,USD,07/07/2016,4375.0
Publishing,SEK,31/10/2016,615.72
Games,USD,18/05/2015,534.0
Film & Video,USD,22/09/2017,5045.0
Publishing,USD,24/12/2014,6328.0
Technology,GBP,21/06/2015,2470.63
Food,USD,30/10/2015,10475.0
Publishing,USD,11/04/2014,2830.0
Music,USD,01/09/2013,3485.0
Music,USD,13/01/2012,8305.0
Technology,USD,04/02/2015,59070.0
Music,USD,01/03/2013,1500.0
Dance,USD,02/08/2014,5800.0
Film & Video,GBP,09/01/2016,716.61
Art,USD,04/01/2015,7831.0
Games,CAD,08/04/2014,16053.51
Comics,USD,20/05/2012,927.15
Film & Video,USD,13/08/2013,15158.0
Design,USD,23/07/2012,15599.0
Technology,EUR,20/12/2015,6735.43
Publishing,USD,17/05/2017,8640.0
Food,USD,12/08/2015,3291.0
Music,USD,26/04/2012,5135.0
Games,USD,08/11/2013,50008.0
Technology,USD,28/02/2014,131939.47
Art,USD,03/12/2016,346.0
Photography,GBP,31/05/2016,9492.13
Publishing,USD,31/12/2014,4441.0
Theater,USD,31/08/2014,3205.0
Publishing,USD,15/08/2015,13085.0
Publishing,USD,25/12/2014,2948.0
Photography,USD,11/09/2015,11735.0
Fashion,USD,15/11/2013,1040.0
Games,USD,10/03/2014,21017.77
Film & Video,USD,18/08/2011,1005.0
Design,DKK,03/12/2017,79718.04
Design,USD,12/10/2017,13690.55
Games,USD,18/12/2013,8067.0
Games,USD,24/09/2014,27911.0
Games,USD,16/10/2010,1085.0
Crafts,USD,01/11/2014,12104.0
Art,USD,31/07/2010,2435.0
Art,USD,26/04/2012,3105.0
Comics,USD,29/02/2016,105734.0
Publishing,USD,28/07/2014,32583.0
Film & Video,USD,27/06/2011,8374.33
Crafts,USD,28/02/2017,9598.0
Food,USD,19/05/2014,8048.0
Film & Video,GBP,28/02/2013,1312.49
Publishing,GBP,03/01/2014,364.47
Film & Video,USD,01/12/2011,5565.0
Food,USD,25/12/2014,9479.0
Journalism,USD,24/11/2012,2042.0
Publishing,AUD,31/05/2015,3355.97
Publishing,USD,04/10/2014,4104.0
Film & Video,USD,07/08/2012,1760.0
Theater,GBP,31/03/2015,5314.35
Music,USD,10/05/2017,3038.0
Games,USD,09/08/2015,10260.0
Technology,USD,30/03/2017,76217.0
Music,USD,14/03/2016,1470.0
Music,USD,19/07/2013,1670.0
Food,USD,20/03/2015,11776.0
Publishing,USD,06/07/2011,2808.0
Technology,CAD,18/06/2016,839.61
Film & Video,USD,21/06/2012,445.0
Art,USD,28/07/2012,2513.0
Games,USD,26/07/2016,52157.0
Crafts,USD,11/12/2014,1013.0
Music,USD,22/05/2014,3335.0
Music,USD,29/06/2011,4036.0
Comics,CAD,16/09/2015,32678.28
Games,USD,02/04/2012,4061.0
Technology,USD,25/03/2016,233228.0
Film & Video,USD,03/04/2012,3500.0
Design,USD,24/04/2017,21963.0
Design,EUR,01/06/2017,115165.45
Design,GBP,03/07/2017,2370.42
Fashion,GBP,07/05/2016,5521.38
Art,USD,27/11/2015,4439.0
Games,GBP,03/09/2016,573.0
Publishing,USD,07/12/2013,6547.0
Design,USD,22/02/2015,5413.0
Music,USD,07/05/2016,6091.0
Publishing,USD,06/10/2013,12171.0
Film & Video,USD,06/05/2012,3665.0
Design,USD,05/06/2012,1585.0
Food,USD,02/06/2016,22250.0
Publishing,USD,23/11/2012,3318.0
Music,USD,09/09/2017,13000.0
Film & Video,USD,06/02/2014,6600.0
Music,USD,27/03/2011,5403.0
Art,USD,04/08/2012,5839.0
Film & Video,GBP,01/06/2013,6308.31
Technology,SEK,29/12/2017,315423.57
Crafts,USD,23/11/2015,1255.0
Music,USD,25/08/2013,2195.0
Art,USD,26/03/2013,3250.0
Film & Video,USD,10/04/2013,5263.0
Film & Video,NZD,20/08/2016,1896.6
Art,USD,16/09/2012,3150.0
Art,USD,09/11/2017,4052.0
Publishing,USD,01/05/2015,925.0
Design,USD,01/02/2016,16176.0
Art,USD,31/05/2017,658.0
Games,USD,05/09/2016,2002.0
Games,USD,26/09/2014,85213.3
Theater,USD,28/03/2010,12605.23
Theater,USD,08/09/2013,1811.0
Publishing,EUR,12/03/2015,17166.9
Music,USD,22/03/2013,34425.0
Games,CAD,11/05/2014,59279.1
Fashion,USD,02/06/2016,15665.0
Technology,HKD,26/01/2017,29776.9
Technology,EUR,13/09/2015,355358.39
Games,GBP,12/09/2017,8484.16
Art,GBP,22/03/2017,28129.21
Art,USD,12/02/2012,1209.0
Publishing,GBP,11/03/2013,4701.25
Games,USD,23/09/2015,5039.0
Games,USD,27/09/2014,12446.01
Food,USD,12/04/2016,10900.67
Film & Video,USD,16/02/2015,214584.07
Games,GBP,17/08/2017,751.87
Music,USD,08/12/2013,2400.0
Journalism,USD,19/04/2014,722.0
Music,USD,07/06/2016,12600.0
Comics,USD,14/09/2015,15307.56
Design,USD,03/03/2010,2506.75
Film & Video,CAD,14/08/2014,20484.63
Journalism,USD,30/12/2016,1095.0
Art,USD,05/03/2016,2019.0
Food,GBP,13/07/2016,7051.61
Games,USD,01/11/2017,20614.0
Publishing,USD,01/12/2012,7777.0
Comics,USD,16/11/2015,10731.0
Film & Video,USD,01/01/2012,20820.33
Music,USD,06/09/2014,60046.0
Publishing,USD,11/01/2015,68112.0
Art,USD,18/08/2016,171.0
Technology,USD,22/04/2011,96248.96
Food,USD,21/05/2012,21000.0
Design,GBP,28/09/2013,36132.29
Film & Video,USD,11/12/2015,45910.01
Film & Video,USD,01/02/2015,6230.0
Fashion,USD,31/12/2015,2181.0
Photography,CAD,07/03/2014,4604.88
Games,USD,07/07/2014,662.0
Fashion,USD,01/09/2012,9875.0
Film & Video,GBP,05/03/2016,1847.99
Music,USD,11/03/2012,810.0
Film & Video,USD,02/03/2012,7111.0
Music,USD,09/07/2012,3503.0
Games,GBP,06/07/2015,16825.72
Comics,USD,30/07/2013,7666.0
Film & Video,USD,07/04/2014,26395.0
Music,USD,11/08/2012,2341.0
Film & Video,USD,20/04/2016,20362.0
Design,USD,07/03/2014,9496.0
Art,EUR,25/02/2017,1109.33
Film & Video,USD,11/02/2016,6230.0
Fashion,USD,16/03/2013,7189.0
Theater,USD,27/02/2010,1000.0
Music,USD,20/06/2013,1197.0
Fashion,USD,30/05/2014,26475.88
Art,USD,23/04/2012,500.0
Games,USD,01/03/2017,165714.0
Games,USD,16/06/2016,4257.0
Music,USD,03/12/2013,5290.0
Film & Video,USD,03/02/2011,3141.0
Film & Video,USD,30/09/2015,52300.0
Music,CAD,21/02/2014,313.48
Publishing,USD,03/06/2012,7596.0
Film & Video,USD,28/01/2012,6160.0
Dance,GBP,31/05/2015,1839.76
Music,USD,04/01/2014,4050.0
Games,USD,30/11/2014,1047.0
Music,USD,01/05/2015,5024.0
Art,USD,11/11/2016,1165.0
Music,USD,29/05/2017,28200.0
Design,USD,16/04/2013,9270.82
Publishing,USD,31/08/2011,1615.0
Music,USD,20/05/2015,22766.0
Publishing,USD,05/10/2013,27456.2
Design,CAD,15/05/2017,21453.31
Theater,USD,16/04/2014,603.0
Film & Video,USD,06/01/2017,16350.18
Music,USD,21/07/2014,4058.0
Design,EUR,22/11/2016,4919.98
Music,USD,17/06/2014,4037.0
Design,USD,11/12/2014,48700.0
Food,USD,21/12/2013,1940.0
Film & Video,USD,10/07/2014,7571.0
Music,USD,05/06/2012,6080.0
Music,USD,05/03/2012,2620.14
Design,USD,15/12/2016,43375.18
Design,EUR,20/07/2017,25324.81
Film & Video,USD,01/01/2014,53141.29
Games,USD,10/09/2017,1629.5
Art,CAD,01/10/2015,1685.93
Theater,USD,03/05/2014,5000.0
Food,USD,04/12/2012,8843.12
Music,USD,19/03/2011,2030.0
Publishing,USD,10/07/2015,3435.0
Photography,USD,29/07/2010,1760.0
Food,USD,01/03/2014,18388.0
Film & Video,NZD,07/09/2015,314.5
Film & Video,GBP,31/03/2016,7266.43
Music,USD,07/08/2013,200.0
Photography,AUD,30/09/2016,81395.07
Theater,USD,10/04/2014,15190.0
Comics,USD,28/04/2017,42.0
Film & Video,USD,26/07/2013,1510.0
Film & Video,USD,13/06/2012,7951.0
Fashion,USD,08/04/2015,24353.0
Music,USD,22/12/2013,2100.0
Film & Video,USD,09/06/2016,53596.0
Dance,USD,21/09/2016,5020.0
Fashion,USD,08/09/2013,16408.0
Film & Video,USD,15/08/2011,1100.0
Film & Video,USD,16/03/2013,2220.0
Games,GBP,21/06/2015,11794.86
Food,USD,14/10/2013,4646.0
Publishing,USD,03/05/2014,3862.0
Fashion,GBP,04/10/2014,659.0
Photography,USD,23/09/2015,17147.01
Games,USD,03/08/2014,4059.0
Design,USD,04/07/2014,6135.01
Music,USD,31/08/2012,1500.0
Film & Video,USD,13/12/2012,880.0
Theater,USD,10/08/2013,11336.0
Comics,USD,22/03/2013,5235.0
Film & Video,USD,16/03/2013,2236.07
Publishing,USD,23/06/2012,1562.0
Games,USD,29/09/2017,6283.0
Art,USD,11/08/2014,1634.0
Film & Video,USD,18/12/2015,18713.0
Music,USD,15/08/2011,3225.19
Music,USD,08/01/2011,2580.0
Crafts,USD,20/03/2014,890.0
Film & Video,USD,03/06/2013,4106.0
Music,USD,29/07/2015,778.0
Comics,USD,10/07/2015,3953.0
Music,USD,01/09/2017,1940.0
Design,USD,18/09/2015,169.0
Music,USD,09/11/2013,1194.4
Film & Video,USD,02/11/2011,5031.0
Film & Video,USD,19/04/2010,8861.0
Art,USD,04/10/2010,3001.0
Film & Video,USD,28/11/2010,4302.0
Music,USD,06/05/2014,13035.01
Games,USD,01/12/2015,32104.0
Publishing,USD,04/11/2016,15299.0
Design,USD,04/07/2010,10398.0
Film & Video,AUD,31/05/2016,4192.37
Games,USD,10/05/2016,2547.0
Design,USD,02/04/2016,25809.04
Film & Video,USD,01/04/2012,12188.33
Technology,CAD,23/12/2014,2763.98
Art,USD,18/07/2017,20063.22
Film & Video,USD,25/04/2017,157.0
Music,USD,07/06/2017,2510.0
Design,USD,03/09/2017,13789.0
Film & Video,USD,09/02/2013,5420.0
Music,USD,21/09/2010,3510.0
Music,USD,10/09/2014,777.0
Film & Video,USD,31/03/2013,4692.0
Film & Video,USD,02/04/2011,5089.0
Dance,USD,06/06/2015,2025.0
Publishing,USD,20/04/2012,2060.0
Fashion,USD,19/08/2012,7471.0
Theater,USD,17/07/2011,8086.0
Food,USD,27/01/2014,4667.0
Art,USD,10/10/2013,6306.0
Music,USD,17/11/2013,1415.0
Technology,USD,07/04/2016,29614.0
Art,GBP,04/06/2016,2232.56
Music,USD,05/11/2017,30674.0
Comics,USD,27/08/2017,1122.0
Film & Video,USD,20/02/2013,430.0
Games,USD,20/07/2014,109112.0
Fashion,AUD,23/06/2016,5948.49
Publishing,USD,16/08/2014,9189.0
Art,USD,15/10/2017,873.0
Design,USD,12/05/2013,3241.0
Fashion,USD,03/07/2014,12969.0
Art,USD,01/10/2014,1285.0
Film & Video,USD,21/03/2014,1078.33
Music,USD,23/06/2015,1205.0
Publishing,USD,07/11/2014,3526.0
Design,EUR,10/04/2017,39857.34
Technology,USD,31/05/2013,500784.27
Design,GBP,17/11/2017,57169.2
Games,USD,21/02/2014,95564.0
Music,USD,14/10/2012,10096.0
Design,CAD,28/01/2017,95.74
Technology,AUD,20/10/2017,58283.22
Music,USD,24/06/2013,121743.77
Film & Video,USD,07/06/2017,82385.5
Theater,GBP,20/07/2015,3170.75
Music,USD,01/08/2011,2452.0
Design,USD,12/01/2017,14413.0
Design,CAD,06/01/2016,33960.02
Crafts,USD,25/11/2015,2205.0
Publishing,USD,08/03/2014,5516.0
Games,EUR,04/01/2017,1212.44
Food,USD,24/03/2013,14920.0
Art,USD,27/11/2016,2501.0
Music,USD,17/02/2013,1165.0
Publishing,AUD,21/01/2017,7526.76
Theater,GBP,26/07/2017,4760.03
Art,USD,04/04/2011,1171.0
Games,USD,23/09/2015,13647.0
Photography,USD,14/06/2014,10740.0
Music,USD,10/01/2012,15362.0
Food,USD,12/05/2014,4752.08
Fashion,USD,19/05/2012,10346.0
Publishing,USD,07/10/2012,6530.0
Crafts,USD,17/02/2016,1001.0
Publishing,USD,04/05/2012,1228.0
Art,USD,21/09/2017,96853.0
Film & Video,USD,01/08/2014,4275.0
Fashion,USD,24/03/2014,5577.0
Photography,USD,30/03/2017,876.0
Theater,USD,29/01/2013,2094.0
Film & Video,USD,16/04/2011,10145.0
Design,GBP,18/07/2013,45447.89
Fashion,EUR,14/11/2015,17036.65
Film & Video,USD,15/02/2012,3421.0
Music,USD,08/08/2014,12301.0
Art,USD,26/01/2012,2307.0
Music,USD,27/04/2015,3055.0
Music,USD,05/01/2014,3644.0
Comics,USD,29/06/2013,15284.5
Music,USD,31/08/2012,4511.11
Crafts,USD,30/04/2016,6623.0
Film & Video,USD,09/04/2012,911.0
Music,USD,11/08/2015,75.0
Games,AUD,17/02/2017,1747.93
Comics,USD,05/07/2012,6145.0
Theater,GBP,19/01/2017,890.14
Games,USD,21/02/2013,18738.63
Theater,USD,12/04/2012,3010.0
Theater,USD,05/05/2015,538.0
Theater,USD,01/10/2014,2361.0
Music,USD,12/06/2016,33943.0
Fashion,USD,01/04/2016,20025.0
Publishing,USD,27/11/2013,15133.0
Art,USD,24/05/2012,23946.01
Music,USD,08/11/2017,23568.0
Film & Video,USD,22/01/2014,6670.0
Comics,USD,02/04/2017,2508.0
Fashion,USD,07/09/2017,400.0
Film & Video,USD,16/07/2010,2105.0
Film & Video,GBP,30/11/2017,299.43
Games,USD,24/06/2012,11188.0
Fashion,USD,15/03/2013,4583.0
Film & Video,USD,03/06/2011,14235.0
Film & Video,USD,01/10/2015,7889.0
Film & Video,USD,31/10/2013,5381.0
Publishing,USD,05/01/2013,6491.0
Publishing,USD,09/10/2014,16640.75
Music,USD,20/03/2015,6225.0
Fashion,AUD,06/11/2014,8914.39
Film & Video,USD,03/12/2014,67551.0
Technology,USD,13/01/2013,195805.88
Publishing,USD,23/02/2012,4201.0
Journalism,USD,08/06/2015,5500.0
Design,USD,05/04/2013,17930.0
Music,USD,03/10/2014,560.0
Publishing,GBP,02/08/2016,3796.27
Design,EUR,10/09/2015,637.77
Comics,USD,02/06/2016,146.0
Film & Video,USD,11/07/2013,1004.0
Games,USD,13/11/2012,13434.92
Publishing,AUD,29/10/2014,1574.23
Film & Video,USD,23/03/2012,5560.0
Music,USD,13/12/2011,8725.0
Dance,USD,30/04/2013,5298.0
Technology,GBP,31/05/2014,25882.49
Publishing,USD,17/11/2015,10785.0
Journalism,USD,25/07/2010,2401.0
Music,USD,15/06/2010,5300.0
Technology,GBP,30/03/2016,7601.28
Food,USD,21/02/2013,3290.0
Games,USD,23/10/2010,2545.0
Film & Video,GBP,18/05/2015,4488.72
Food,USD,15/08/2011,5106.0
Food,USD,07/07/2016,10831.0
Music,USD,02/10/2011,5662.77
Comics,USD,14/04/2017,1274.0
Publishing,GBP,31/10/2016,1172.9
Film & Video,USD,07/08/2014,3000.0
Games,CAD,01/04/2017,10297.14
Art,USD,03/05/2011,6983.18
Comics,USD,28/05/2015,20596.0
Games,USD,01/10/2012,917.0
Film & Video,USD,20/11/2014,12542.03
Music,USD,02/02/2012,4681.0
Theater,GBP,02/03/2014,6382.69
Publishing,USD,09/08/2012,3259.0
Design,USD,30/10/2014,40131.37
Technology,USD,25/07/2014,25933.0
Film & Video,GBP,11/11/2016,474.73
Music,USD,09/04/2012,339.0
Art,USD,12/04/2012,528.77
Publishing,GBP,03/12/2015,4260.28
Music,USD,02/12/2010,3161.0
Music,CAD,01/04/2015,13197.56
Music,USD,01/10/2013,9840.0
Music,USD,19/04/2012,2600.0
Art,USD,12/12/2011,2109.0
Film & Video,GBP,09/01/2015,792.18
Fashion,USD,26/04/2015,716.0
Film & Video,USD,30/04/2012,3915.0
Music,USD,16/08/2014,1711.0
Games,USD,21/08/2015,150.0
Art,USD,13/11/2017,6306.0
Music,USD,16/02/2017,2518.0
Theater,USD,19/07/2014,6000.0
Food,USD,24/10/2011,47620.43
Games,USD,20/11/2016,4395.0
Art,USD,28/06/2014,2267.0
Film & Video,GBP,22/12/2013,5067.28
Publishing,USD,20/09/2017,1390.0
Film & Video,USD,28/11/2010,2855.5
Theater,USD,10/06/2012,1001.33
Theater,USD,08/08/2013,7500.0
Film & Video,USD,21/07/2012,3900.0
Games,GBP,05/11/2017,6008.33
Publishing,USD,06/12/2017,3782.0
Music,USD,05/07/2015,4261.0
Food,CHF,02/07/2017,18166.48
Games,USD,09/10/2013,6765.99
Music,USD,11/02/2011,4031.16
Film & Video,USD,19/02/2011,2773.5
Comics,EUR,13/12/2015,3868.45
Fashion,USD,19/12/2014,140009.0
Music,USD,11/07/2010,1020.0
Design,USD,07/09/2013,21742.0
Design,USD,07/10/2017,10560.0
Fashion,USD,10/06/2012,2364.95
Film & Video,USD,16/12/2011,4541.0
Games,GBP,13/09/2016,52794.54
Fashion,USD,03/09/2010,5732.0
Publishing,AUD,05/10/2016,1889.02
Film & Video,USD,19/05/2014,7200.0
Theater,USD,26/03/2011,7775.5
Music,USD,24/11/2013,1816.0
Film & Video,GBP,17/01/2013,1303.43
Games,USD,12/05/2015,2609.0
Games,USD,20/09/2013,8160.0
Film & Video,USD,13/02/2012,10905.0
Publishing,USD,20/09/2015,5080.0
Film & Video,USD,03/09/2011,1595.0
Theater,USD,01/06/2015,205.0
Music,USD,23/11/2011,1780.0
Art,USD,14/02/2017,2671.0
Music,USD,04/01/2017,5499.5
Technology,USD,01/09/2017,147651.0
Film & Video,AUD,27/02/2017,12165.03
Film & Video,USD,11/11/2015,2151.0
Design,CAD,21/10/2016,11869.38
Music,USD,26/04/2015,1342.0
Photography,USD,10/11/2012,3765.0
Music,USD,21/12/2009,2825.0
